User_ID,Job_ID,User_Skills,Job_Requirements,User_Skill_Count,Job_Req_Count,Skill_Overlap_Count,Match_Score_Band,Education_Level,Experience_Years,Location,Job_Role
U109044,J209044,"Leadership, TensorFlow, Statistics","Tableau, Pandas, Java, C++",3,4,0,Low,High School,7,Hyderabad,Backend Developer
U109045,J209045,"TensorFlow, AWS, NumPy, Python, Tableau","Deep Learning, Tableau, C++, Communication, Kubernetes, Pandas, NumPy",5,7,2,Low,PhD,6,Pune,Business Analyst
U109046,J209046,"NumPy, Pandas, TensorFlow, Communication","Python, Pandas, Excel, Data Analysis, Kubernetes, AWS, Statistics",4,7,1,Low,Bachelor,9,Pune,ML Engineer
U109047,J209047,"Python, Docker, SQL, NumPy, AWS, TensorFlow, Statistics","Java, SQL, Power BI, Tableau, Python",7,5,2,Medium,PhD,10,Pune,Backend Developer
U109048,J209048,"SQL, Machine Learning, AWS, Leadership, Communication","Python, TensorFlow, Kubernetes, Communication, SQL, Excel, Deep Learning",5,7,2,Low,Master,5,Bangalore,Data Scientist
U109049,J209049,"Pandas, Deep Learning, Tableau, Leadership","Pandas, Docker, AWS, Excel, NLP",4,5,1,Low,Master,7,Pune,ML Engineer
U109050,J209050,"Docker, C++, NLP, SQL, TensorFlow, AWS","Statistics, Tableau, Communication",6,3,0,Low,High School,9,Mumbai,Data Scientist
U109051,J209051,"C++, Power BI, NLP, Tableau","Communication, Deep Learning, Tableau, SQL, NLP, Statistics",4,6,2,Medium,High School,7,Mumbai,Software Engineer
U109052,J209052,"Docker, NumPy, Python, AWS, Leadership, Java, TensorFlow","Machine Learning, AWS, Python, Deep Learning",7,4,2,Medium,Master,9,Mumbai,Software Engineer
U109053,J209053,"Deep Learning, NumPy, Java","Java, AWS, Deep Learning, SQL, Data Analysis, Excel",3,6,2,Medium,Bachelor,3,Chennai,ML Engineer
U109054,J209054,"SQL, Excel, Power BI","Docker, NumPy, C++, Communication, Java",3,5,0,Low,PhD,6,Bangalore,Data Analyst
U109055,J209055,"Tableau, NLP, Communication, Python, Deep Learning","Kubernetes, AWS, Data Analysis",5,3,0,Low,PhD,4,Pune,Data Scientist
U109056,J209056,"Pandas, Python, Excel, Kubernetes","AWS, Data Analysis, Python, TensorFlow",4,4,1,Low,PhD,0,Hyderabad,Software Engineer
U109057,J209057,"Data Analysis, NumPy, Statistics","Deep Learning, Tableau, Java, Docker",3,4,0,Low,Bachelor,6,Delhi,Business Analyst
U109058,J209058,"NLP, Power BI, Excel, AWS, Tableau","Deep Learning, Python, Data Analysis, AWS, Excel, Statistics, Kubernetes",5,7,2,Low,Bachelor,5,Mumbai,DevOps Engineer
U109059,J209059,"Data Analysis, NumPy, Leadership","Data Analysis, Statistics, NLP, C++",3,4,1,Low,Master,3,Chennai,DevOps Engineer
U109060,J209060,"Data Analysis, NLP, Communication, TensorFlow, Docker, Java","AWS, Statistics, SQL",6,3,0,Low,Bachelor,6,Mumbai,DevOps Engineer
U109061,J209061,"NLP, Docker, Data Analysis, Kubernetes, C++","NumPy, Java, Leadership, Excel, Docker, Deep Learning, Communication",5,7,1,Low,PhD,10,Delhi,ML Engineer
U109062,J209062,"Python, AWS, Pandas, Statistics, Data Analysis","Docker, Statistics, Kubernetes, Tableau, Pandas, Python, TensorFlow",5,7,3,Medium,Master,3,Pune,Data Scientist
U109063,J209063,"Data Analysis, Tableau, Docker, TensorFlow, Leadership","C++, Machine Learning, Deep Learning, AWS, Statistics, Tableau",5,6,1,Low,Bachelor,6,Delhi,ML Engineer
U109064,J209064,"Tableau, Power BI, TensorFlow","AWS, Java, Power BI",3,3,1,Medium,Master,3,Delhi,DevOps Engineer
U109065,J209065,"TensorFlow, Tableau, Java, Power BI, Excel, Deep Learning, SQL","Machine Learning, Leadership, Tableau, Deep Learning, Power BI, NLP",7,6,3,Medium,Master,5,Chennai,Business Analyst
U109066,J209066,"Tableau, Statistics, SQL","SQL, Excel, Machine Learning, TensorFlow, Power BI, Kubernetes, AWS",3,7,1,Low,Master,10,Mumbai,Data Scientist
U109067,J209067,"Python, Tableau, C++, TensorFlow","Python, Java, Leadership",4,3,1,Medium,PhD,2,Bangalore,Data Scientist
U109068,J209068,"NumPy, Deep Learning, Data Analysis","Machine Learning, Kubernetes, TensorFlow, Tableau",3,4,0,Low,Master,9,Chennai,Business Analyst
U109069,J209069,"Deep Learning, SQL, Machine Learning, Statistics, AWS","C++, Leadership, AWS, Data Analysis, Deep Learning, Power BI, Machine Learning",5,7,3,Medium,High School,4,Bangalore,ML Engineer
U109070,J209070,"Statistics, NLP, Leadership, Pandas","Communication, Machine Learning, Java, C++, Leadership",4,5,1,Low,High School,1,Pune,Data Analyst
U109071,J209071,"Docker, Communication, Java, C++, Deep Learning","Pandas, Docker, Python, Statistics",5,4,1,Low,Master,3,Chennai,DevOps Engineer
U109072,J209072,"Power BI, Machine Learning, Kubernetes, Leadership, Deep Learning, Docker","TensorFlow, Kubernetes, Tableau, Data Analysis",6,4,1,Low,High School,0,Pune,DevOps Engineer
U109073,J209073,"Power BI, Machine Learning, TensorFlow, Statistics, Docker, C++, Excel","NumPy, AWS, Kubernetes, Statistics",7,4,1,Low,PhD,5,Chennai,Data Analyst
U109074,J209074,"Python, Docker, NumPy, Java","C++, Java, Python, NLP, Pandas, SQL, TensorFlow",4,7,2,Low,Bachelor,3,Mumbai,Data Analyst
U109075,J209075,"Excel, Python, C++, Pandas, Power BI","Java, SQL, Machine Learning, NumPy, Python, Excel",5,6,2,Medium,PhD,1,Mumbai,DevOps Engineer
U109076,J209076,"Leadership, Kubernetes, Python, TensorFlow, Statistics, Pandas","Data Analysis, Deep Learning, Kubernetes, Pandas, Leadership",6,5,3,Medium,Master,4,Delhi,Backend Developer
U109077,J209077,"C++, Machine Learning, NumPy, Leadership, SQL","Java, Power BI, Tableau, Python, NLP, Docker",5,6,0,Low,Bachelor,0,Delhi,ML Engineer
U109078,J209078,"AWS, Power BI, Communication, Leadership","Power BI, NumPy, Deep Learning, NLP, C++, AWS, Tableau",4,7,2,Low,High School,6,Hyderabad,Data Analyst
U109079,J209079,"Communication, TensorFlow, C++, Machine Learning, Kubernetes, NLP","SQL, Excel, AWS, Machine Learning",6,4,1,Low,High School,5,Mumbai,ML Engineer
U109080,J209080,"Data Analysis, Kubernetes, AWS, SQL","SQL, Python, AWS, Power BI, Deep Learning, Kubernetes",4,6,3,Medium,Master,4,Hyderabad,Backend Developer
U109081,J209081,"Leadership, C++, Java, Statistics","Excel, Statistics, TensorFlow, NumPy",4,4,1,Low,Bachelor,7,Pune,Data Analyst
U109082,J209082,"TensorFlow, Leadership, C++, NLP, Java, Machine Learning, Excel","AWS, NumPy, Pandas, Java, Kubernetes, Python, SQL",7,7,1,Low,High School,0,Chennai,DevOps Engineer
U109083,J209083,"SQL, Power BI, NumPy","Data Analysis, AWS, TensorFlow",3,3,0,Low,Master,5,Chennai,DevOps Engineer
U109084,J209084,"Excel, NumPy, Leadership","Deep Learning, Data Analysis, NLP, Excel",3,4,1,Low,PhD,0,Delhi,Backend Developer
U109085,J209085,"Pandas, C++, Communication, Data Analysis, SQL, Leadership, TensorFlow","Excel, AWS, NLP, Power BI, Leadership, Python",7,6,1,Low,PhD,5,Chennai,Backend Developer
U109086,J209086,"Data Analysis, NumPy, Statistics, NLP, Pandas, Deep Learning","NumPy, Power BI, TensorFlow, Statistics, Pandas, Excel",6,6,3,Medium,High School,5,Mumbai,Software Engineer
U109087,J209087,"Power BI, Deep Learning, Leadership, Java, Excel, Tableau","Java, Deep Learning, NLP, AWS, Pandas, Leadership",6,6,3,Medium,High School,8,Pune,ML Engineer
U109088,J209088,"NLP, NumPy, Tableau","NLP, AWS, NumPy, Pandas, C++, Java",3,6,2,Medium,Bachelor,5,Chennai,Backend Developer
U109089,J209089,"Statistics, Data Analysis, Kubernetes, Machine Learning, C++, SQL, NumPy","Docker, NumPy, Power BI, Machine Learning, Pandas, Communication",7,6,2,Medium,Bachelor,9,Pune,Backend Developer
U109090,J209090,"Python, Communication, NumPy, Pandas, Machine Learning, TensorFlow","SQL, Python, Machine Learning, TensorFlow, Communication",6,5,4,High,High School,5,Delhi,Data Analyst
U109091,J209091,"Tableau, Data Analysis, Python, AWS","Tableau, Docker, NLP, Communication, C++, Data Analysis, Python",4,7,3,Medium,Bachelor,3,Chennai,Data Scientist
U109092,J209092,"TensorFlow, Statistics, SQL, NLP, NumPy, Deep Learning","Python, AWS, Kubernetes, C++, SQL, Java, Statistics",6,7,2,Low,PhD,1,Hyderabad,Software Engineer
U109093,J209093,"Java, NLP, Data Analysis, Machine Learning, Power BI","SQL, Kubernetes, Statistics, Data Analysis, Python, Excel",5,6,1,Low,Master,0,Pune,Business Analyst
U109094,J209094,"Docker, Python, TensorFlow, AWS, SQL, Leadership","Communication, NumPy, C++, Pandas, Python, Statistics, Tableau",6,7,1,Low,Bachelor,0,Pune,Business Analyst
U109095,J209095,"NumPy, TensorFlow, SQL, Pandas, Java, Data Analysis","Docker, Communication, Power BI, NumPy",6,4,1,Low,PhD,10,Hyderabad,Backend Developer
U109096,J209096,"Python, Java, Machine Learning, Pandas, Excel","Machine Learning, Java, NLP, Tableau, TensorFlow",5,5,2,Medium,Bachelor,6,Bangalore,Software Engineer
U109097,J209097,"Docker, Java, SQL, NumPy, C++, Deep Learning","Pandas, Machine Learning, Java",6,3,1,Medium,High School,8,Chennai,Software Engineer
U109098,J209098,"Leadership, Statistics, Python","Statistics, Excel, Communication, Java, NLP, TensorFlow, SQL",3,7,1,Low,PhD,5,Mumbai,Software Engineer
U109099,J209099,"Leadership, SQL, NumPy, Excel","Java, Docker, Pandas, Python, Statistics",4,5,0,Low,Bachelor,5,Chennai,Data Scientist
U109100,J209100,"Excel, Leadership, Docker, Python, SQL, TensorFlow","Kubernetes, Leadership, Excel, Statistics, Python",6,5,3,Medium,PhD,8,Bangalore,Software Engineer
U109101,J209101,"Statistics, Power BI, Communication, SQL","Statistics, Data Analysis, Tableau, Docker",4,4,1,Low,High School,6,Pune,DevOps Engineer
U109102,J209102,"SQL, Docker, Tableau, Java, Statistics, Pandas, Data Analysis","Pandas, TensorFlow, Python, Tableau, NLP, Docker, SQL",7,7,4,Medium,PhD,1,Hyderabad,Backend Developer
U109103,J209103,"Machine Learning, Java, Excel","Machine Learning, NumPy, Statistics",3,3,1,Medium,High School,5,Mumbai,Data Analyst
U109104,J209104,"TensorFlow, Excel, Statistics, NLP, Docker, Deep Learning","SQL, AWS, Data Analysis, Tableau, TensorFlow, Kubernetes",6,6,1,Low,Master,6,Mumbai,ML Engineer
U109105,J209105,"Statistics, Machine Learning, Python, Power BI, Deep Learning, Data Analysis, TensorFlow","Machine Learning, C++, NLP, Pandas, SQL, NumPy",7,6,1,Low,High School,2,Hyderabad,ML Engineer
U109106,J209106,"C++, Machine Learning, Communication, Excel","Power BI, Pandas, Leadership, Excel, AWS, SQL",4,6,1,Low,PhD,10,Mumbai,DevOps Engineer
U109107,J209107,"Java, Tableau, AWS, Pandas, Leadership, C++, Deep Learning","Data Analysis, Statistics, Python, Machine Learning, Leadership",7,5,1,Low,Master,1,Chennai,Backend Developer
U109108,J209108,"Excel, Data Analysis, Kubernetes, Pandas, AWS, Leadership","Python, Data Analysis, Power BI, Deep Learning, NLP",6,5,1,Low,Master,5,Bangalore,DevOps Engineer
U109109,J209109,"Statistics, Pandas, Tableau, AWS, Machine Learning, NumPy","Pandas, NumPy, Communication, Leadership, Power BI",6,5,2,Medium,Master,5,Chennai,Backend Developer
U109110,J209110,"Excel, Leadership, Java, Communication, Tableau, C++","AWS, Tableau, Machine Learning",6,3,1,Medium,High School,9,Pune,Backend Developer
U109111,J209111,"Tableau, Java, Docker, Python, Communication, Power BI","Pandas, Power BI, Data Analysis, Statistics, NumPy, Leadership",6,6,1,Low,Bachelor,0,Delhi,Backend Developer
U109112,J209112,"Pandas, Tableau, Machine Learning, Python, Deep Learning, TensorFlow, Excel","Tableau, Deep Learning, Machine Learning, Excel, AWS, C++, SQL",7,7,4,Medium,Master,8,Pune,Business Analyst
U109113,J209113,"Statistics, Tableau, Communication, Python","Data Analysis, Power BI, Tableau, Java, Deep Learning, Communication",4,6,2,Medium,PhD,6,Delhi,Backend Developer
U109114,J209114,"Leadership, Communication, Excel, NumPy, NLP, Kubernetes","Pandas, Machine Learning, Excel, Kubernetes, Java, Communication",6,6,3,Medium,Bachelor,4,Bangalore,Backend Developer
U109115,J209115,"Python, Docker, TensorFlow, C++, Power BI, NLP, Kubernetes","Leadership, Docker, Tableau, Excel",7,4,1,Low,PhD,7,Mumbai,Data Analyst
U109116,J209116,"Docker, Python, Machine Learning, Leadership, NumPy, TensorFlow","Java, Statistics, Pandas, Python, C++",6,5,1,Low,Bachelor,1,Pune,DevOps Engineer
U109117,J209117,"NLP, Deep Learning, Leadership, Power BI, Python","Tableau, Pandas, C++, Deep Learning, Kubernetes",5,5,1,Low,High School,6,Bangalore,Backend Developer
U109118,J209118,"Power BI, Pandas, C++","Statistics, Data Analysis, Python, Docker",3,4,0,Low,PhD,8,Hyderabad,ML Engineer
U109119,J209119,"Java, Excel, Docker, Data Analysis, C++, Power BI","Java, Communication, Machine Learning, C++, TensorFlow",6,5,2,Medium,PhD,5,Delhi,Software Engineer
U109120,J209120,"NumPy, C++, Communication, Statistics, Leadership, Kubernetes, TensorFlow","Communication, Pandas, Machine Learning, NumPy",7,4,2,Medium,High School,8,Bangalore,DevOps Engineer
U109121,J209121,"Kubernetes, Pandas, Data Analysis, Statistics, Leadership, Excel","AWS, Power BI, Excel",6,3,1,Medium,Bachelor,5,Chennai,Business Analyst
U109122,J209122,"Data Analysis, Excel, Java, Statistics","Pandas, Machine Learning, TensorFlow, Kubernetes",4,4,0,Low,PhD,0,Chennai,DevOps Engineer
U109123,J209123,"Excel, Power BI, Docker, Data Analysis, Leadership, TensorFlow, NLP","Power BI, Docker, AWS",7,3,2,Medium,Master,4,Chennai,Business Analyst
U109124,J209124,"Leadership, Excel, SQL, Machine Learning, Data Analysis, NumPy","TensorFlow, Docker, AWS",6,3,0,Low,High School,4,Chennai,Business Analyst
U109125,J209125,"Machine Learning, Leadership, Python, Statistics, Data Analysis","Kubernetes, NumPy, Statistics",5,3,1,Medium,High School,8,Pune,Data Scientist
U109126,J209126,"SQL, Docker, Machine Learning, Deep Learning, Excel","AWS, TensorFlow, Machine Learning, Python",5,4,1,Low,Bachelor,4,Hyderabad,Data Scientist
U109127,J209127,"Data Analysis, Leadership, SQL, Pandas, Power BI, Python, Machine Learning","Power BI, SQL, Machine Learning, Excel",7,4,3,High,PhD,0,Mumbai,Data Analyst
U109128,J209128,"Python, AWS, C++, NLP","C++, Excel, Machine Learning, Docker",4,4,1,Low,PhD,1,Hyderabad,Software Engineer
U109129,J209129,"Kubernetes, Tableau, Docker, Java, TensorFlow","Machine Learning, TensorFlow, Data Analysis, SQL, NLP",5,5,1,Low,Master,2,Bangalore,Data Scientist
U109130,J209130,"Pandas, Excel, Tableau, Communication, TensorFlow","SQL, Tableau, AWS, TensorFlow",5,4,2,Medium,High School,4,Bangalore,Software Engineer
U109131,J209131,"C++, NumPy, Machine Learning, Kubernetes, SQL","Power BI, Kubernetes, Deep Learning, SQL, Data Analysis, Machine Learning, Tableau",5,7,3,Medium,Master,5,Bangalore,Software Engineer
U109132,J209132,"Leadership, Statistics, C++, NumPy, Python","Docker, Tableau, Communication, Deep Learning",5,4,0,Low,Bachelor,5,Mumbai,Data Analyst
U109133,J209133,"Communication, C++, Excel, NLP, NumPy","Docker, NumPy, Machine Learning, Deep Learning, Kubernetes",5,5,1,Low,Master,3,Delhi,DevOps Engineer
U109134,J209134,"Python, SQL, C++, Statistics, Excel, Power BI, Communication","Data Analysis, Machine Learning, Docker, Tableau, C++, NLP",7,6,1,Low,High School,5,Chennai,Business Analyst
U109135,J209135,"C++, Python, SQL, Java, NLP, Power BI, Leadership","C++, Python, Docker",7,3,2,Medium,Master,4,Mumbai,DevOps Engineer
U109136,J209136,"Kubernetes, Pandas, Machine Learning, C++, Data Analysis, Leadership, Communication","NumPy, Statistics, Tableau, Leadership, Machine Learning, AWS, Deep Learning",7,7,2,Low,PhD,1,Mumbai,Data Scientist
U109137,J209137,"Deep Learning, TensorFlow, Pandas, Tableau, Excel","Python, NLP, Java, Tableau, Deep Learning, Excel",5,6,3,Medium,Bachelor,4,Delhi,Data Scientist
U109138,J209138,"Communication, Deep Learning, Power BI, Tableau, Kubernetes, Machine Learning","Excel, NLP, TensorFlow",6,3,0,Low,PhD,5,Hyderabad,Backend Developer
U109139,J209139,"C++, TensorFlow, Java, NLP","Power BI, Docker, Statistics, Data Analysis, NumPy",4,5,0,Low,High School,1,Pune,Business Analyst
U109140,J209140,"Pandas, AWS, NumPy","Kubernetes, Deep Learning, Tableau, NLP",3,4,0,Low,High School,3,Pune,Software Engineer
U109141,J209141,"Power BI, Communication, Machine Learning, Deep Learning, NLP, Tableau","Communication, Docker, C++",6,3,1,Medium,Bachelor,1,Bangalore,Business Analyst
U109142,J209142,"NLP, Java, NumPy, Statistics, Pandas, Kubernetes, C++","Communication, TensorFlow, Java, Python, Pandas, Excel",7,6,2,Medium,Bachelor,5,Chennai,ML Engineer
U109143,J209143,"Communication, Excel, TensorFlow, Kubernetes, Machine Learning, Pandas, C++","Communication, Deep Learning, Pandas",7,3,2,Medium,PhD,10,Pune,Backend Developer
U109144,J209144,"Leadership, Excel, Deep Learning","TensorFlow, Power BI, Deep Learning, Tableau, Kubernetes, Statistics, Python",3,7,1,Low,PhD,7,Hyderabad,DevOps Engineer
U109145,J209145,"Machine Learning, Tableau, Docker, Leadership, Kubernetes, Communication, C++","Pandas, C++, Communication",7,3,2,Medium,Master,5,Hyderabad,Backend Developer
U109146,J209146,"Statistics, Deep Learning, C++, Power BI","NumPy, TensorFlow, AWS, Deep Learning",4,4,1,Low,Master,5,Delhi,Backend Developer
U109147,J209147,"AWS, NLP, Data Analysis, Machine Learning, Leadership, NumPy, Statistics","NumPy, Docker, NLP, AWS, Pandas, Tableau",7,6,3,Medium,PhD,8,Mumbai,Business Analyst
U109148,J209148,"Machine Learning, NLP, Deep Learning, TensorFlow, Excel","Java, Power BI, NumPy, TensorFlow, Docker, Kubernetes",5,6,1,Low,High School,9,Hyderabad,Data Analyst
U109149,J209149,"Kubernetes, Python, NumPy, Pandas, TensorFlow, Docker","Statistics, TensorFlow, NumPy, Pandas, Leadership, C++, Communication",6,7,3,Medium,Master,8,Bangalore,Data Scientist
U109150,J209150,"Java, Machine Learning, NLP, Docker","Tableau, TensorFlow, Leadership",4,3,0,Low,Master,6,Chennai,Data Scientist
U109151,J209151,"Excel, TensorFlow, Pandas, Leadership, Power BI, C++, Kubernetes","C++, Docker, Pandas, TensorFlow, Communication, Deep Learning, Tableau",7,7,3,Medium,Master,2,Pune,Data Scientist
U109152,J209152,"Statistics, Power BI, Machine Learning, Docker, Data Analysis, NLP","Power BI, Kubernetes, Docker, Python, NLP",6,5,3,Medium,PhD,6,Bangalore,DevOps Engineer
U109153,J209153,"NumPy, TensorFlow, Deep Learning, C++","Communication, AWS, Pandas, SQL",4,4,0,Low,PhD,6,Bangalore,Business Analyst
U109154,J209154,"NumPy, Communication, Python, Pandas","Docker, Machine Learning, NumPy, Statistics, Excel",4,5,1,Low,Bachelor,8,Hyderabad,DevOps Engineer
U109155,J209155,"Power BI, TensorFlow, Communication, Python, AWS, Deep Learning, Tableau","Kubernetes, SQL, Deep Learning, Excel, Communication",7,5,2,Medium,PhD,4,Chennai,ML Engineer
U109156,J209156,"TensorFlow, Docker, NLP, Java, Power BI","Java, Tableau, NumPy",5,3,1,Medium,Bachelor,7,Bangalore,DevOps Engineer
U109157,J209157,"Kubernetes, SQL, Tableau, Deep Learning","Data Analysis, Statistics, AWS, TensorFlow, Pandas, Leadership, Java",4,7,0,Low,Bachelor,10,Hyderabad,Business Analyst
U109158,J209158,"Power BI, Excel, Data Analysis, AWS, Python","Tableau, Machine Learning, Leadership, SQL, Excel, Python, Statistics",5,7,2,Low,PhD,1,Chennai,Software Engineer
U109159,J209159,"Excel, Pandas, AWS, Tableau, Machine Learning, NumPy, Kubernetes","Tableau, Java, NLP, NumPy",7,4,2,Medium,Bachelor,7,Pune,Data Scientist
U109160,J209160,"Excel, Pandas, Machine Learning, C++, Docker","TensorFlow, AWS, Statistics, Docker",5,4,1,Low,PhD,4,Hyderabad,Business Analyst
U109161,J209161,"Statistics, SQL, Java, Tableau","Statistics, Pandas, Machine Learning, C++, Java, AWS, Communication",4,7,2,Low,Bachelor,2,Mumbai,Business Analyst
U109162,J209162,"SQL, Power BI, Excel, Leadership, NumPy","Communication, Pandas, NLP",5,3,0,Low,PhD,1,Hyderabad,DevOps Engineer
U109163,J209163,"Data Analysis, Machine Learning, Leadership, SQL, Tableau","Leadership, Data Analysis, Kubernetes, Docker, Statistics, NLP, Machine Learning",5,7,3,Medium,Bachelor,1,Bangalore,ML Engineer
U109164,J209164,"Leadership, Deep Learning, Excel","Machine Learning, Tableau, AWS, NLP",3,4,0,Low,Bachelor,3,Pune,Business Analyst
U109165,J209165,"Python, Leadership, C++, TensorFlow, Kubernetes, SQL, Communication","SQL, TensorFlow, Excel, Communication, NumPy, Python, Deep Learning",7,7,4,Medium,High School,5,Mumbai,Business Analyst
U109166,J209166,"Kubernetes, Power BI, Excel, Java","Data Analysis, Leadership, Communication, Kubernetes, C++, Statistics",4,6,1,Low,PhD,2,Mumbai,Data Scientist
U109167,J209167,"Machine Learning, Data Analysis, Pandas, Communication, Kubernetes, AWS","Statistics, Kubernetes, Pandas, Data Analysis, Excel",6,5,3,Medium,High School,5,Bangalore,Backend Developer
U109168,J209168,"Kubernetes, SQL, TensorFlow, C++","C++, SQL, NumPy, Java, Communication, Excel, Pandas",4,7,2,Low,Bachelor,1,Bangalore,Data Analyst
U109169,J209169,"Docker, Leadership, Pandas, Deep Learning, AWS, Machine Learning, Statistics","NLP, Python, Leadership, Communication, C++, Power BI",7,6,1,Low,High School,3,Mumbai,Business Analyst
U109170,J209170,"SQL, NumPy, Statistics","Excel, TensorFlow, Communication",3,3,0,Low,Master,9,Bangalore,Software Engineer
U109171,J209171,"Pandas, Kubernetes, Tableau, Communication, Deep Learning, Java","SQL, Data Analysis, Machine Learning, C++",6,4,0,Low,Master,2,Bangalore,DevOps Engineer
U109172,J209172,"Leadership, Tableau, Kubernetes","NLP, SQL, Python, Kubernetes, Pandas",3,5,1,Low,Bachelor,4,Chennai,Business Analyst
U109173,J209173,"Communication, NLP, TensorFlow","Communication, NLP, NumPy, Deep Learning, Excel, Kubernetes",3,6,2,Medium,Master,9,Chennai,Business Analyst
U109174,J209174,"SQL, Tableau, Excel, Python, TensorFlow","NLP, Machine Learning, Pandas",5,3,0,Low,Master,0,Pune,Data Analyst
U109175,J209175,"Java, TensorFlow, Data Analysis, Communication, C++, AWS, Pandas","C++, Statistics, TensorFlow, Machine Learning, Pandas",7,5,3,Medium,High School,7,Hyderabad,DevOps Engineer
U109176,J209176,"Data Analysis, Tableau, Excel","Python, Machine Learning, Leadership",3,3,0,Low,Master,4,Delhi,DevOps Engineer
U109177,J209177,"TensorFlow, Power BI, Leadership, NLP, Data Analysis, C++, Python","Deep Learning, SQL, Java, Data Analysis, Pandas, Docker, Excel",7,7,1,Low,High School,1,Chennai,Data Scientist
U109178,J209178,"NumPy, Leadership, Deep Learning, SQL","Tableau, Data Analysis, Power BI",4,3,0,Low,High School,10,Hyderabad,DevOps Engineer
U109179,J209179,"Data Analysis, Python, Kubernetes, Tableau, Machine Learning","C++, Kubernetes, NLP, Tableau, AWS, Communication, Power BI",5,7,2,Low,High School,1,Delhi,Software Engineer
U109180,J209180,"Power BI, NLP, Kubernetes, Excel, Docker","Machine Learning, Statistics, Power BI",5,3,1,Medium,Bachelor,7,Bangalore,Data Scientist
U109181,J209181,"NumPy, TensorFlow, Machine Learning, Kubernetes, Leadership","Statistics, Data Analysis, Machine Learning, C++, TensorFlow, AWS, NLP",5,7,2,Low,PhD,10,Mumbai,Business Analyst
U109182,J209182,"TensorFlow, Kubernetes, AWS, Excel, Java","Docker, AWS, Excel, NLP, C++",5,5,2,Medium,Master,4,Mumbai,Data Scientist
U109183,J209183,"NumPy, Docker, TensorFlow","Deep Learning, AWS, Pandas, Power BI, NumPy, C++, Python",3,7,1,Low,PhD,9,Bangalore,Business Analyst
U109184,J209184,"Statistics, Docker, SQL, Python, AWS, Deep Learning, Leadership","AWS, Docker, Pandas, Tableau, SQL, TensorFlow",7,6,3,Medium,PhD,4,Hyderabad,DevOps Engineer
U109185,J209185,"NumPy, AWS, Java","Docker, NLP, Pandas",3,3,0,Low,PhD,6,Delhi,Backend Developer
U109186,J209186,"Power BI, Docker, Python, Machine Learning, NLP, C++","Tableau, TensorFlow, Machine Learning",6,3,1,Medium,Bachelor,8,Bangalore,DevOps Engineer
U109187,J209187,"Data Analysis, NLP, Java","Machine Learning, AWS, Python",3,3,0,Low,High School,6,Hyderabad,Business Analyst
U109188,J209188,"Statistics, Java, NumPy, NLP","Python, AWS, Power BI, Tableau, Excel, Statistics, NLP",4,7,2,Low,PhD,9,Pune,Software Engineer
U109189,J209189,"Excel, C++, NumPy","Statistics, Data Analysis, Docker, Kubernetes, Java, Machine Learning",3,6,0,Low,PhD,10,Bangalore,ML Engineer
U109190,J209190,"Communication, NumPy, Statistics","Communication, Statistics, Pandas, Excel, Data Analysis",3,5,2,Medium,Bachelor,5,Hyderabad,Data Scientist
U109191,J209191,"Kubernetes, Tableau, TensorFlow, Python, Data Analysis, Power BI, Docker","Java, Python, Statistics, NLP, Leadership, Communication, Pandas",7,7,1,Low,Bachelor,5,Bangalore,Data Scientist
U109192,J209192,"Deep Learning, Leadership, Machine Learning, Tableau, Kubernetes, Communication, Excel","Kubernetes, Leadership, Tableau, SQL, Data Analysis, Deep Learning, Java",7,7,4,Medium,Bachelor,10,Hyderabad,Data Scientist
U109193,J209193,"Communication, SQL, Deep Learning","Python, Excel, Leadership, Statistics, Communication",3,5,1,Low,Bachelor,2,Pune,DevOps Engineer
U109194,J209194,"Power BI, Machine Learning, Java, Kubernetes, Docker","Pandas, Deep Learning, Tableau",5,3,0,Low,High School,4,Delhi,ML Engineer
U109195,J209195,"AWS, Machine Learning, Leadership, NLP, Excel, Power BI","Leadership, Deep Learning, Pandas, Data Analysis, Tableau, Excel",6,6,2,Medium,Master,8,Bangalore,Data Scientist
U109196,J209196,"Statistics, Docker, Leadership, Machine Learning, Kubernetes, Pandas","Power BI, Machine Learning, Tableau, C++, Excel",6,5,1,Low,High School,9,Bangalore,ML Engineer
U109197,J209197,"Python, Leadership, SQL, Statistics, Deep Learning","NumPy, Python, Machine Learning, C++, Power BI",5,5,1,Low,Master,7,Delhi,Data Scientist
U109198,J209198,"Data Analysis, Tableau, Docker, Communication, C++, Python","TensorFlow, Docker, Statistics",6,3,1,Medium,Bachelor,3,Delhi,DevOps Engineer
U109199,J209199,"Excel, Data Analysis, Java, C++, Deep Learning, Statistics, Python","Machine Learning, Deep Learning, Leadership",7,3,1,Medium,Master,10,Mumbai,ML Engineer
U109200,J209200,"Python, Communication, C++, Deep Learning, Machine Learning","Pandas, Machine Learning, C++, Data Analysis, Docker",5,5,2,Medium,PhD,10,Bangalore,Backend Developer
U109201,J209201,"Machine Learning, TensorFlow, Communication, Python, Pandas, AWS","NLP, Java, Statistics, Deep Learning",6,4,0,Low,High School,4,Pune,DevOps Engineer
U109202,J209202,"Pandas, Machine Learning, Excel, AWS, Leadership, NLP","Tableau, Python, Power BI, Statistics",6,4,0,Low,High School,6,Chennai,Data Analyst
